,ID,Comp,Abstract,Importance,,实验二模型评估等级
6721,7571,Team,syncview menu item ,P3 normal (vote)  ,,4
6729,7579,Team,repository location create decorator preference page ,P3 normal (vote)  ,,4
6739,7589,SWT,core dump scroll text editor ,P3 normal (vote)  ,,4
6761,7611,Team,replace projectfolder tag do nothing ,P3 normal (vote)  ,,4
6762,7612,Team,replace tag folder ,P3 normal (vote)  ,,4
6768,7618,Team,walkback load base version ,P3 normal (vote)  ,,4
6827,7677,Team,file cv directory contain m ,P3 normal (vote)  ,,4
6846,7696,SWT,ctrla do work tool window be ,P3 normal (vote)  ,,4
6894,7744,Team,get content remote file ,P3 normal (vote)  ,,4
6897,7747,SWT,key switch focus button ,P3 normal (vote)  ,,4
6904,7754,SWT,swt combo box do highlight mouse selection ,P3 normal (vote)  ,,4
6907,7757,SWT,package view title tooltip use compress name ,P3 normal (vote)  ,,4
6958,7808,Team,console use color ,P3 normal (vote)  ,,4
7004,7854,Team,prompt password ,P3 normal (vote)  ,,4
7017,7867,SWT,dcr checksubclass method dialog ,P3 normal (vote)  ,,4
7019,7869,Team,refresh cv state confusing ,P3 normal (vote)  ,,4
7021,7871,SWT,gp core dump open selection dialog ,P3 normal (vote)  ,,4
7024,7874,Team,connection finish be enable follow page ,P3 normal (vote)  ,,4
7049,7899,Team,iteammanagergetprovideriresource be ,P3 normal (vote)  ,,4
7051,7901,Team,eat core exc ,P3 normal (vote)  ,,4
7075,7925,Team,entry file us localize date format ,P3 normal (vote)  ,,4
7108,7958,Team,file revision deletion ,P3 normal (vote)  ,,4
7121,7971,Team,brancing provide option update ,P3 normal (vote)  ,,4
7128,7978,SWT,shellopen do bring top ,P3 normal (vote)  ,,4
7134,7984,SWT,parent modal window bring front ,P3 normal (vote)  ,,4
7139,7989,Team,add ignores cvs ignores ,P3 normal (vote)  ,,4
7169,8019,Team,progress sync action ,P3 normal (vote)  ,,4
7187,8037,SWT,gp platform dy access violation ,P3 normal (vote)  ,,4
7189,8039,Team,stringindexoutofbounds case ,P3 normal (vote)  ,,4
7191,8041,Team,prune directory directory remove ,P3 normal (vote)  ,,4
7202,8052,Team,cvsremotesyncelementisoutofdate ignores supply base ,P3 normal (vote)  ,,4
7253,8103,Team,npe compare repository content ,P3 normal (vote)  ,,4
7283,8133,SWT,toolbar have focus use mnemonic file menu ,P3 normal (vote)  ,,4
7319,8169,Team,share project have mnemonic ,P3 normal (vote)  ,,4
7320,8170,Team,cv share wizard have selection ,P3 normal (vote)  ,,4
7321,8171,Team,console output have linefeeds ,P3 normal (vote)  ,,4
7323,8173,SWT,accessibility keyboardinvoked menu ,P3 normal (vote)  ,,4
7327,8177,Team,cv share dialog have progress ,P3 normal (vote)  ,,4
7334,8184,Team,revision show compare file revision ,P3 normal (vote)  ,,4
7335,8185,Team,branch version ,P3 normal (vote)  ,,4
7336,8186,Team,cv decorator decorator pref page get ,P3 normal (vote)  ,,4
7340,8190,SWT,walkback styledtext resize window ,P3 normal (vote)  ,,4
7341,8191,Team,console use edit menu ,P3 normal (vote)  ,,4
7343,8193,Team,vcm present outgo change incoming appear ,P3 normal (vote)  ,,4
7346,8196,SWT,accessibility shiftf do display view menu ,P3 normal (vote)  ,,4
7348,8198,Team,discard branch be disable head ,P3 normal (vote)  ,,4
7353,8203,Team,cv file property page have applyrestore button ,P3 normal (vote)  ,,4
7382,8232,SWT,hidpiprogram losing icon program o zoom level ,P3 normal (vote)  ,,4
7385,8235,Team,checkout view do prompt ,P3 normal (vote)  ,,4
7398,8248,Team,branch incoming change show change head branch ,P3 normal (vote)  ,,4
7403,8253,SWT,click do bring context menu ,P3 normal (vote)  ,,4
7404,8254,Team,decorator have stale information ,P3 normal (vote)  ,,4
7416,8266,Team,popup menu history view ,P3 normal (vote)  ,,4
7419,8269,Team,share project delete folder ,P3 normal (vote)  ,,4
7420,8270,Team,way project ,P3 normal (vote)  ,,4
7423,8273,SWT,scorllbar do allow scroll require ,P3 normal (vote)  ,,4
7424,8274,Team,termilogy share project wizard ,P3 normal (vote)  ,,4
7425,8275,Team,cv filter package view ,P3 normal (vote)  ,,4
7434,8284,Team,orphan sync purge project delete ,P3 normal (vote)  ,,4
7439,8289,Team,compare revision do allow save ,P3 normal (vote)  ,,4
7447,8297,Team,message repository do exist ,P3 normal (vote)  ,,4
7448,8298,Team,child folder be decorate ,P3 normal (vote)  ,,4
7452,8302,SWT,tabbing toolbar item show nothing ,P3 normal (vote)  ,,4
7455,8305,Team,action be move ,P3 normal (vote)  ,,4
7457,8307,Team,share project ,P3 normal (vote)  ,,4
7477,8327,Team,decorator preference customize ,P3 normal (vote)  ,,4
7478,8328,Team,mnemonic decoration preference page ,P3 normal (vote)  ,,4
7505,8355,Team,cv checkout do allow location ,P3 normal (vote)  ,,4
7536,8386,Team,decorator preference page externalize ,P3 normal (vote)  ,,4
7539,8389,SWT,mouseup report hook ,P3 normal (vote)  ,,4
7542,8392,SWT,mouse report dnd ,P3 normal (vote)  ,,4
7556,8406,SWT,swtwrap do work ,P3 normal (vote)  ,,4
7560,8410,SWT,color become transparent toolbar image ,P3 normal (vote)  ,,4
7562,8412,SWT,wince background color button look ,P3 normal (vote)  ,,4
7563,8413,Team,scrollbar say room ,P3 normal (vote)  ,,4
7576,8426,Team,cv api minimize use property object ,P3 normal (vote)  ,,4
7583,8433,SWT,parent remove child treeviewer ,P3 normal (vote)  ,,4
7603,8453,Team,team cv support dirs be check ,P3 normal (vote)  ,,4
7627,8477,Team,create patch dialog restrict size project list ,P3 normal (vote)  ,,4
7629,8479,Team,ensure be capture history ,P3 normal (vote)  ,,4
7642,8492,Team,checkout do support loading project ,P3 normal (vote)  ,,4
7647,8497,Team,like version action ,P3 normal (vote)  ,,4
7653,8503,SWT,cheese resize word wrap try keep line ,P3 normal (vote)  ,,4
7654,8504,Team,tag show history ,P3 normal (vote)  ,,4
7660,8510,SWT,dialog enlightenment be way ,P3 normal (vote)  ,,4
7665,8515,Team,syncmerge copy incoming deletion righttoleft do delete ,P3 normal (vote)  ,,4
7688,8538,SWT,mismatch select tab display tab ,P3 normal (vote)  ,,4
7706,8556,Team,progressfeedback load history view ,P3 normal (vote)  ,,4
7707,8557,Team,add workspace be terminology ,P3 normal (vote)  ,,4
7708,8558,Team,get decorator package view ,P3 normal (vote)  ,,4
7709,8559,Team,syncview get be enable outgo mode ,P3 normal (vote)  ,,4
7714,8564,Team,feature resource revision history repo explorer ,P3 normal (vote)  ,,4
7751,8601,Team,get change vcmmeta ,P3 normal (vote)  ,,4
7752,8602,Team,cv tag kb add commit java file cv ,P3 normal (vote)  ,,4
7785,8635,Team,create branch be remember ,P3 normal (vote)  ,,4
7787,8637,Team,merge merge incoming deletion ,P3 normal (vote)  ,,4
7793,8643,Team,merge incoming folder creation have tag info ,P3 normal (vote)  ,,4
7796,8646,Team,outgo folder deletion look incoming addition ,P3 normal (vote)  ,,4
7798,8648,SWT,caret be hide scrollbar ,P3 normal (vote)  ,,4
7803,8653,SWT,tooltips ,P3 normal (vote)  ,,4
7830,8680,Team,turn indicator ,P3 normal (vote)  ,,4
7844,8694,Team,arrowing repository view be ,P3 normal (vote)  ,,4
7854,8704,Team,way create javacvs project ,P3 normal (vote)  ,,4
7857,8707,Team,integration history revert base ,P3 normal (vote)  ,,4
7862,8712,Team,share wizard repo connection list disable ,P3 normal (vote)  ,,4
7863,8713,Team,validation repo cancel password prompt shouldnt cancel wizard ,P3 normal (vote)  ,,4
7864,8714,Team,location validation be option ,P3 normal (vote)  ,,4
7865,8715,Team,location validate creation repo view ,P3 normal (vote)  ,,4
7887,8737,SWT,selection event dnd start ,P3 normal (vote)  ,,4
7902,8752,SWT,dialog realize float view ,P3 normal (vote)  ,,4
7905,8755,Team,walkback share project directory ,P3 normal (vote)  ,,4
7906,8756,Team,walkback share project directory ,P3 normal (vote)  ,,4
7910,8760,CVS,link editor selection history doesnt select entry ,P3 normal (vote)  ,,4
7936,8786,Team,pause expand head repo view ,P3 normal (vote)  ,,4
7941,8791,SWT,focus grab ,P3 normal (vote)  ,,4
7942,8792,Team,patch tool refresh compare ,P3 normal (vote)  ,,4
7944,8794,Team,share project ,P3 normal (vote)  ,,4
7952,8802,Team,support update view ,P3 normal (vote)  ,,4
7975,8825,Team,synchronize view be sort navigator ,P3 normal (vote)  ,,4
7987,8837,SWT,position change ,P3 normal (vote)  ,,4
7996,8846,SWT,accelerator be acknowledge jaw ,P3 normal (vote)  ,,4
8024,8874,SWT,have tool tip element ,P3 normal (vote)  ,,4
8031,8881,Team,discard repository prompt password ,P3 normal (vote)  ,,4
8037,8887,Team,decorator background thread terminates ,P3 normal (vote)  ,,4
8039,8889,Team,module preference move repo view ,P3 normal (vote)  ,,4
8040,8890,Team,load project version result bin folder ,P3 normal (vote)  ,,4
8041,8891,Team,change property connection repo view ,P3 normal (vote)  ,,4
8051,8901,Team,replace tag project do nothing ,P3 normal (vote)  ,,4
8075,8925,Team,checkout examing project ,P3 normal (vote)  ,,4
8079,8929,Team,version definition term confuse ,P3 normal (vote)  ,,4
8098,8948,Team,mergeresourceconfirmmerge incomplete ,P3 normal (vote)  ,,4
8099,8949,Update(deprecated-useEclipse>Equinox>p2),property dont site site ,P3 normal (vote)  ,,4
8102,8952,Update(deprecated-useEclipse>Equinox>p2),remove preserve configuration doesnt work ,P3 normal (vote)  ,,4
8106,8956,Team,password lifecycle cvsrepositorylocation ,P3 normal (vote)  ,,4
8113,8963,Update(deprecated-useEclipse>Equinox>p2),preserve configuration dont show preview ,P3 normal (vote)  ,,4
8120,8970,Team,branch dialog suggest make multipage ,P3 normal (vote)  ,,4
8140,8990,Team,switch happen nothing synchronize ,P3 normal (vote)  ,,4
8141,8991,Team,synchronize view present catchup tree have change ,P3 normal (vote)  ,,4
8146,8996,Team,project contain directory be pun ,P3 normal (vote)  ,,4
8148,8998,Team,be compare versionbranch head ,P3 normal (vote)  ,,4
8172,9022,SWT,linux teee viewer do get selection ,P3 normal (vote)  ,,4
8175,9025,SWT,styledtext widget wince ,P3 normal (vote)  ,,4
8183,9033,Team,class look incoming deletion catchup ,P3 normal (vote)  ,,4
8186,9036,Team,team sync view show incoming mode ,P3 normal (vote)  ,,4
8198,9048,Team,put team menu ,P3 normal (vote)  ,,4
8211,9061,Team,walkback cv console ,P3 normal (vote)  ,,4
8220,9070,Team,cv decorator thread be calculate decorator turn ,P3 normal (vote)  ,,4
8222,9072,SWT,tree do pick window setting change ,P3 normal (vote)  ,,4
8225,9075,SWT,tooltips display example ,P3 normal (vote)  ,,4
8241,9091,SWT,styledtext mode look text widget ,P3 normal (vote)  ,,4
8291,9141,SWT,workbenchpreference dialog button font be ,P3 normal (vote)  ,,4
8296,9146,Team,add refreshes ,P3 normal (vote)  ,,4
8298,9148,Team,cv commit change revision tag source ,P3 normal (vote)  ,,4
8322,9172,SWT,swt addressbook example call undefined method ,P3 normal (vote)  ,,4
8341,9191,SWT,walkback cv console ,P3 normal (vote)  ,,4
8352,9202,Team,page be team preference ,P3 normal (vote)  ,,4
8365,9215,Team,share project cvssynccompareinputcreatesyncelements ,P3 normal (vote)  ,,4
8366,9216,Team,share project wizard button page disable ,P3 normal (vote)  ,,4
8374,9224,Team,configurationwizardautoconnectpagesetproject make repository know ,P3 normal (vote)  ,,4
8375,9225,Team,thread terminate ,P3 normal (vote)  ,,4
8416,9266,Team,nature be add twice ,P3 normal (vote)  ,,4
8427,9277,Team,localy modify file be move branch ,P3 normal (vote)  ,,4
8433,9283,Team,compare project version ,P3 normal (vote)  ,,4
8439,9289,SWT,tab folder property preference have overlap icon ,P3 normal (vote)  ,,4
8443,9293,Team,repository connection be select ,P3 normal (vote)  ,,4
8444,9294,Team,send message do sync ,P3 normal (vote)  ,,4
8475,9325,SWT,core dump switch perspective ,P3 normal (vote)  ,,4
8486,9336,Team,get editor do work ,P3 normal (vote)  ,,4
8487,9337,Team,project inconsistent synch ,P3 normal (vote)  ,,4
8489,9339,Team,compare tag ,P3 normal (vote)  ,,4
8493,9343,Update(deprecated-useEclipse>Equinox>p2),model object need implement equal ,P3 normal (vote)  ,,4
8502,9352,SWT,javadoc hover receive focusevents ,P3 normal (vote)  ,,4
8510,9360,SWT,entry comment dialog deal typing ,P3 normal (vote)  ,,4
8515,9365,Team,replace revision work ,P3 normal (vote)  ,,4
8516,9366,SWT,workbench appear toolbar item show behaviour ,P3 normal (vote)  ,,4
8549,9399,Team,resource history icon be cut ,P3 normal (vote)  ,,4
8551,9401,SWT,get resize cursor table ,P3 normal (vote)  ,,4
8560,9410,Team,cv api support sync info ,P3 normal (vote)  ,,4
8567,9417,Team,npe remotefilegetcontents ,P3 normal (vote)  ,,4
8569,9419,Team,show history view item view context menu ,P3 normal (vote)  ,,4
8570,9420,Team,cv sync view sync perspective go team support ,P3 normal (vote)  ,,4
8576,9426,Team,repositorymanagercommit signature date ,P3 normal (vote)  ,,4
8578,9428,SWT,gradient start gray ,P3 normal (vote)  ,,4
8587,9437,Team,progress monitor checkout go ,P3 normal (vote)  ,,4
8589,9439,Team,show version history sync ,P3 normal (vote)  ,,4
8601,9451,Team,cv sync view show outgo update file ,P3 normal (vote)  ,,4
8611,9461,SWT,access violation exit runtime eclipse selfhosting ,P3 normal (vote)  ,,4
8615,9465,Team,cv replace content project prompt ,P3 normal (vote)  ,,4
8619,9469,Team,have support branch subfoldersfiles ,P3 normal (vote)  ,,4
8623,9473,Team,compare revision be disable file ,P3 normal (vote)  ,,4
8652,9502,Team,ignore resource ,P3 normal (vote)  ,,4
8657,9507,Update(deprecated-useEclipse>Equinox>p2),instal feature doesnt refresh ,P3 normal (vote)  ,,4
8663,9513,Team,team cv checkout java perspective ,P3 normal (vote)  ,,4
8770,9620,SWT,gp open navigator view ,P3 normal (vote)  ,,4
8791,9641,Update(deprecated-useEclipse>Equinox>p2),show detail preview doesnt refresh ,P3 normal (vote)  ,,4
8831,9681,Team,cv repo view checkout project tag ,P3 normal (vote)  ,,4
8839,9689,Team,ignore cv add file do delete sync info ,P3 normal (vote)  ,,4
8841,9691,Team,create branch dialog say name be null project version version option be ,P3 normal (vote)  ,,4
8843,9693,Team,be cvs acvs add file ,P3 normal (vote)  ,,4
8853,9703,Team,action be disable added resource ,P3 normal (vote)  ,,4
8874,9724,Team,ignore action enablement reset resource reselected ,P3 normal (vote)  ,,4
8883,9733,Team,move rename copy file do preserve status ,P3 normal (vote)  ,,4
8890,9740,Team,resource be decorate cv decorator ,P3 normal (vote)  ,,4
8893,9743,Team,project bin directory show dirty change exist ,P3 normal (vote)  ,,4
8896,9746,Team,outgo change show merge editor ,P3 normal (vote)  ,,4
8898,9748,Team,incoming addition branch have timestamp ,P3 normal (vote)  ,,4
8902,9752,Team,cv show history show delete ,P3 normal (vote)  ,,4
8904,9754,Team,show history handle file ,P3 normal (vote)  ,,4
8922,9772,Team,team core change ignore refresh sync view ,P3 normal (vote)  ,,4
8923,9773,SWT,font color dialog do appear centre parent ,P3 normal (vote)  ,,4
8925,9775,Team,open revision file show history suffix name ,P3 normal (vote)  ,,4
8926,9776,SWT,computation label height be fool wrap text ,P3 normal (vote)  ,,4
8931,9781,Team,npe makeoutgoing ,P3 normal (vote)  ,,4
8937,9787,Team,update commit action enable view ,P3 normal (vote)  ,,4
8938,9788,Team,bin folder show addition ,P3 normal (vote)  ,,4
8941,9791,Team,compare algorithm be improve ,P3 normal (vote)  ,,4
8942,9792,Team,walkback open console ,P3 normal (vote)  ,,4
8952,9802,Team,change semantics validateedit ,P3 normal (vote)  ,,4
8978,9828,SWT,jaw do mention sub menu entry ,P3 normal (vote)  ,,4
8983,9833,Team,decorator space observe pattern ,P3 normal (vote)  ,,4
8985,9835,SWT,way pass argument programlaunch ,P3 normal (vote)  ,,4
9000,9850,Team,cv core typo connection message ,P3 normal (vote)  ,,4
9005,9855,Team,team ui team pulldown ,P3 normal (vote)  ,,4
9007,9857,Team,repo view go inconsistent repository view ,P3 normal (vote)  ,,4
9025,9875,SWT,toolitem create image ,P3 normal (vote)  ,,4
9043,9893,Team,team progress tag project ,P3 normal (vote)  ,,4
9058,9908,Team,npe property page ,P3 normal (vote)  ,,4
9071,9921,Team,view modify outgo deletion be change outgo change ,P3 normal (vote)  ,,4
9076,9926,Team,typo connect repo progress dialog ,P3 normal (vote)  ,,4
9081,9931,SWT,behavior editor ,P3 normal (vote)  ,,4
9100,9950,SWT,colordialog behavior ,P3 normal (vote)  ,,4
9111,9961,Team,merge do work nothing show compare view ,P3 normal (vote)  ,,4
9116,9966,SWT,text editor background flash type character gtk version ,P3 normal (vote)  ,,4
9122,9972,Team,load show file name ,P3 normal (vote)  ,,4
9132,9982,Team,mnemonic repository wizard ,P3 normal (vote)  ,,4
9137,9987,Team,typo openingconnection ,P3 normal (vote)  ,,4
100,100,Team,like way take lock team stream release gehqx ,P3 normal with 1 vote (vote)  ,,4
1546,2382,Components,need give home gevqw ,P3 normal with 1 vote (vote)  ,,4
1728,2564,SWT,ui open bmp be ggcei ,P3 normal with 1 vote (vote)  ,,4
3959,4799,SWT,program editor selection show document type name name ,P3 normal with 1 vote (vote)  ,,4
4342,5190,SWT,gcstringextent give data font ,P3 normal with 1 vote (vote)  ,,4
4997,5847,SWT,mediaplayer cant launch ,P3 normal with 1 vote (vote)  ,,4
5077,5927,SWT,start eclipse directory ,P3 normal with 1 vote (vote)  ,,4
4336,5184,Team,cv core provide ui configure parameter location ,P3 normal with 2 votes (vote)  ,,4
4009,4849,SWT,multi select tree dispose item selects item gkxtw portability ,P3 normal with 3 votes (vote)  ,,4
9016,9866,SWT,gridlayout do handle wrap ,P3 normal with 3 votes (vote)  ,,4
4173,5016,SWT,control shell min size resize ,P3 normal with 9 votes (vote)  ,,4
5041,5891,SWT,press tab editor remove focus give toolbar ,P4 blocker (vote)  ,,4
139,139,Team,cv sync view autoswitch release catchup geuoyd ,P4 enhancement (vote)  ,,4
1184,2020,SWT,register editor file extension gdinj ,P4 enhancement (vote)  ,,4
3593,4433,SWT,support change cursor dnd ,P4 enhancement (vote)  ,,4
3892,4732,SWT,dcr clabel text be gray gfmzgs ,P4 enhancement (vote)  ,,4
4312,5160,SWT,html table layout ,P4 enhancement (vote)  ,,4
5436,6286,SWT,swt eclipse port solarisx ,P4 enhancement (vote)  ,,4
5580,6430,SWT,support scaling gc ,P4 enhancement (vote)  ,,4
6699,7549,cdt-core,post ga move relationship dropdowns viewpart toolbar ,P4 enhancement (vote)  ,,4
7133,7983,Team,cv repo view be admin file type repo view ,P4 enhancement (vote)  ,,4
7358,8208,Team,cv console have option ,P4 enhancement (vote)  ,,4
7877,8727,SWT,swt activex support com layer ,P4 enhancement (vote)  ,,4
8579,9429,SWT,dcr provide copy constructor rectangle point ,P4 enhancement (vote)  ,,4
8584,9434,SWT,confine tracker widget control ,P4 enhancement (vote)  ,,4
8628,9478,Team,team ui way add project team stream ,P4 enhancement (vote)  ,,4
3803,4643,SWT,program api get icon exe file ,P4 enhancement with 2 votes (vote)  ,,4
6225,7075,SWT,dcr render hint gc anti alias mitre ,P4 enhancement with 27 votes (vote)  ,,4
3831,4671,SWT,cursor launch scrapbook geaugz ,P4 minor (vote)  ,,4
6876,7726,SWT,menu item space be ,P4 minor (vote)  ,,4
7586,8436,cdt-core,alias command view dont resolve ,P4 minor (vote)  ,,4
7961,8811,SWT,menu be others arent ,P4 minor (vote)  ,,4
8461,9311,Team,show version info show stream version ,P4 minor (vote)  ,,4
19,19,Team,cv repo view be pick branch catchup ,P4 normal (vote)  ,,4
57,57,Team,cv repo view go go be gdqpww ,P4 normal (vote)  ,,4
116,116,Team,cv repo view version stream refresh view genedo ,P4 normal (vote)  ,,4
161,161,Team,ignore directory show change gflws ,P4 normal (vote)  ,,4
175,175,Team,cv compare compare diff open editor ,P4 normal (vote)  ,,4
182,182,Team,merge do allow merge change project gfbki ,P4 normal (vote)  ,,4
235,235,Team,cv repo view allow user set date narrow search gjej ,P4 normal (vote)  ,,4
269,269,Team,cv sync view multiselection catchuprelease allow selection parent child gkxeo ,P4 normal (vote)  ,,4
2718,3554,SWT,tab order create project gvp ,P4 normal (vote)  ,,4
3576,4416,SWT,widget tree be event ffdj ,P4 normal (vote)  ,,4
3584,4424,SWT,draw pixel left corner fsqbq ,P4 normal (vote)  ,,4
3594,4434,SWT,gpf run code fniv ,P4 normal (vote)  ,,4
3618,4458,SWT,gridlayout handle rowlayout fhfpi ,P4 normal (vote)  ,,4
3619,4459,SWT,walkback shell restart image fhgrmr ,P4 normal (vote)  ,,4
3622,4462,SWT,scrollbar vbarsetmaximum do work hbar be hide vice versa figcg ,P4 normal (vote)  ,,4
3626,4466,SWT,screen font option cause drawstring fiyzn ,P4 normal (vote)  ,,4
3630,4470,SWT,dcr get item fktq ,P4 normal (vote)  ,,4
3636,4476,SWT,syncexec runnables run scroll fmggx ,P4 normal (vote)  ,,4
3724,4564,SWT,metric italic font gqfba ,P4 normal (vote)  ,,4
3730,4570,SWT,save imagedata byte stream ghyya ,P4 normal (vote)  ,,4
3733,4573,SWT,tabfolder computesize do give answer layout ,P4 normal (vote)  ,,4
3742,4582,SWT,gridlayout do recalculate column width prefer size change gz ,P4 normal (vote)  ,,4
3757,4597,SWT,swtborder swtflat yield border gair ,P4 normal (vote)  ,,4
3758,4598,SWT,help event include item widget item gdsf ,P4 normal (vote)  ,,4
3768,4608,SWT,canvassetredrawtrue make widget gvg ,P4 normal (vote)  ,,4
3776,4616,SWT,gcdrawline be gavsgp ,P4 normal (vote)  ,,4
3779,4619,SWT,check toolbaritem show image gb ,P4 normal (vote)  ,,4
3781,4621,SWT,ccombo fire event gbbp ,P4 normal (vote)  ,,4
3782,4622,SWT,dcr auto tab select tab create gcedi ,P4 normal (vote)  ,,4
3784,4624,SWT,minimize workbench window operation be progress gbblcz ,P4 normal (vote)  ,,4
3786,4626,SWT,selection event generate checkbox selection gbrslm ,P4 normal (vote)  ,,4
3789,4629,SWT,scroll bar appear editor gclw ,P4 normal (vote)  ,,4
3795,4635,SWT,clabelgettext answer do gcgtp ,P4 normal (vote)  ,,4
3797,4637,SWT,treeeditor example do show use click gcpoh ,P4 normal (vote)  ,,4
3798,4638,SWT,text be misalign use editor gcrcfz ,P4 normal (vote)  ,,4
3802,4642,SWT,directorydialog do support window gddz ,P4 normal (vote)  ,,4
3804,4644,SWT,mouse click link display ie activex be gdtt ,P4 normal (vote)  ,,4
3808,4648,SWT,menuitemsetenabled cause gddcn ,P4 normal (vote)  ,,4
3809,4649,SWT,behaviour open file gdf ,P4 normal (vote)  ,,4
3812,4652,SWT,set tableitem image null do reset look gdkwx ,P4 normal (vote)  ,,4
3819,4659,SWT,doubleclicking size column header resize gewn ,P4 normal (vote)  ,,4
3822,4662,SWT,dcr refactor printjob printer gfwom ,P4 normal (vote)  ,,4
3830,4670,SWT,excel ole editor have leave deactivate geafvg ,P4 normal (vote)  ,,4
3832,4672,SWT,dcr include begin end arrows select file gefycg ,P4 normal (vote)  ,,4
3835,4675,SWT,eclipse icon look window gejppq ,P4 normal (vote)  ,,4
3839,4679,SWT,gradient view be bit color depth gelwso ,P4 normal (vote)  ,,4
3845,4685,SWT,variable view reposition step getef ,P4 normal (vote)  ,,4
3852,4692,SWT,popup menu appear view getb ,P4 normal (vote)  ,,4
3874,4714,SWT,label draw background image be set gfic ,P4 normal (vote)  ,,4
3876,4716,SWT,move line move character gfuyv ,P4 normal (vote)  ,,4
3877,4717,SWT,tool tip do work item be gfyhz ,P4 normal (vote)  ,,4
3895,4735,SWT,region feature gfqoc ,P4 normal (vote)  ,,4
3896,4736,SWT,fix printing gfwcw ,P4 normal (vote)  ,,4
3898,4738,SWT,dcr expose font feature fontdata gfwyw ,P4 normal (vote)  ,,4
3900,4740,SWT,printerdata have equal hashcode gfwa ,P4 normal (vote)  ,,4
3901,4741,SWT,dcr printdialog have getsetprinterdata method nothing gfwn ,P4 normal (vote)  ,,4
3907,4747,SWT,linux kde write info stderr ggdjg ,P4 normal (vote)  ,,4
3908,4748,SWT,linux kde replaces hurlsey signal handler ggdew ,P4 normal (vote)  ,,4
3918,4758,SWT,support alternate color space ghiyb ,P4 normal (vote)  ,,4
3923,4763,SWT,logic operation support imagedata blitter ghb ,P4 normal (vote)  ,,4
3924,4764,SWT,support blit operation imagedata ghy paint image channel ,P4 normal (vote)  ,,4
3925,4765,SWT,dcr add support bash array pixel gc ghnq ,P4 normal (vote)  ,,4
3933,4773,SWT,border widget gkvc ,P4 normal (vote)  ,,4
3937,4777,SWT,resize window gilt ,P4 normal (vote)  ,,4
3938,4778,SWT,dcr add program consider instance file extension giych ,P4 normal (vote)  ,,4
3939,4779,SWT,dcr add program ask action giza ,P4 normal (vote)  ,,4
3948,4788,SWT,feature request style item gigjk ,P4 normal (vote)  ,,4
3955,4795,SWT,performance synchronizer creation gitdm ,P4 normal (vote)  ,,4
3966,4806,SWT,nest behaviour be document gjzwb ,P4 normal (vote)  ,,4
3984,4824,SWT,styledtext do use platform color gjuqj ,P4 normal (vote)  ,,4
4041,4881,Team,stream sync be ghjd ,P4 normal (vote)  ,,4
4056,4896,Team,cv repo wizard gkcpm ,P4 normal (vote)  ,,4
4641,5491,SWT,getstylerangeatoffset allow offset getcharcount ,P4 normal (vote)  ,,4
5085,5935,SWT,arrow behavior vary line length ,P4 normal (vote)  ,,4
5494,6344,Team,synchronize stream replace stream content work ,P4 normal (vote)  ,,4
5903,6753,SWT,tooltip show be ,P4 normal (vote)  ,,4
5963,6813,SWT,changesadditions document create widget ,P4 normal (vote)  ,,4
6116,6966,SWT,set tableitems image null be set ,P4 normal (vote)  ,,4
6387,7237,SWT,word select click behave text editor ,P4 normal (vote)  ,,4
6811,7661,cdt-debug,type dont show ,P4 normal (vote)  ,,4
7096,7946,SWT,list portion ccombo go bottom screen ,P4 normal (vote)  ,,4
7496,8346,SWT,workbench start ,P4 normal (vote)  ,,4
8097,8947,Team,cv allow user password cache ,P4 normal (vote)  ,,4
8149,8999,Team,synchronize find change ,P4 normal (vote)  ,,4
3577,4417,SWT,swtawt integration work window ,P4 normal with 1 vote (vote)  ,,4
3905,4745,SWT,support disable look widget ,P4 normal with 2 votes (vote)  ,,4
3732,4572,SWT,support tool tip column gbzld ,P4 normal with 3 votes (vote)  ,,4
3887,4727,SWT,dcr filedialog use prompt gfdhd ,P4 normal with 8 votes (vote)  ,,4
6567,7417,SWT,eclipse hang run class ,P5 critical (vote)  ,,4
160,160,Team,option cv server name ,P5 enhancement (vote)  ,,4
212,212,Team,team history version be combine ghdwu ,P5 enhancement (vote)  ,,4
237,237,Team,cv v version name gjjae ,P5 enhancement (vote)  ,,4
267,267,Team,cv sync view dnd project sync view synchnoize project gkmiel ,P5 enhancement (vote)  ,,4
3634,4474,SWT,supportting window standard fmifs ,P5 enhancement (vote)  ,,4
3638,4478,SWT,dcr api get value gc fmighr ,P5 enhancement (vote)  ,,4
3697,4537,SWT,dcr ability paint brush pattern gibe ,P5 enhancement (vote)  ,,4
3778,4618,SWT,dcr add field griddata gazwon ,P5 enhancement (vote)  ,,4
4523,5373,Team,consider change tree list compare browser ,P5 enhancement (vote)  ,,4
4782,5632,Team,hability create folder specify location project add workspace ,P5 enhancement (vote)  ,,4
5157,6007,Team,icon be resource perspective ,P5 enhancement (vote)  ,,4
5493,6343,Team,comment input box release ,P5 enhancement (vote)  ,,4
5932,6782,SWT,bidi service be export ,P5 enhancement (vote)  ,,4
5946,6796,Team,protect file edit ,P5 enhancement (vote)  ,,4
6073,6923,Team,cv scroll diff view edit vc change comment ,P5 enhancement (vote)  ,,4
7091,7941,Team,cv decorator accessibility modification decoration hard spot ,P5 enhancement (vote)  ,,4
8135,8985,Team,cv sync view synchronize inability edit pane make merges harder ,P5 enhancement (vote)  ,,4
